ID,size1,size2,size3
58976,300.07935,199.95628,200.00742
58979,300.07892,199.95628,200.01202
58990,300.09082,199.95602,200.01189
58991,300.08865,199.96107,200.01053
58992,300.0839,199.9549,200.00653
58993,300.0887,199.95007,200.01225
58994,300.09122,199.95393,200.01431
58996,300.0754,199.95055,200.00462
59000,300.08893,199.9581,200.01222
59003,300.08475,199.95656,200.0079
59005,300.084,199.95761,200.0112
59012,300.0856,199.95485,200.01482
59015,300.07504,199.95802,200.00708
59017,300.08347,199.95349,200.01117
59018,300.07623,199.94405,200.00514
59019,300.06787,199.95836,200.00179
59021,300.08044,199.95662,200.00906
59022,300.08536,199.95811,200.01036
59024,300.08188,199.95267,200.00691
59026,300.08646,199.95522,200.0074
59028,300.08124,199.95134,200.01814
59029,300.0872,199.96364,200.00598
59031,300.07108,199.96384,200.00519
59032,300.07358,199.94708,200.00647
59034,300.07437,199.96353,200.02264
59036,300.0756,199.95567,200.01064
59041,300.08005,199.95935,200.00716
59044,300.06635,199.9636,200.01216
59050,300.0724,199.93953,200.00778
59051,300.08405,199.96255,200.00935
59052,300.08517,199.95966,200.0077
59058,300.06085,199.95897,200.00174
59059,300.07474,199.95348,200.00256
59062,300.07605,199.93494,200.0054
59063,300.07654,199.96268,200.00249
59064,300.07645,199.9602,199.99983
59066,300.07654,199.95688,200.01157
59070,300.06985,199.95682,200.00626
59071,300.08215,199.955,200.01439
59072,300.07306,199.9526,200.01083
59073,300.07248,199.96458,200.00296
59075,300.07986,199.94673,200.00612
59078,300.06058,199.96039,200.0131
59080,300.07822,199.94778,200.00552
59081,300.07864,199.95404,200.00255
59084,300.08517,199.96909,200.01044
59085,300.0818,199.95274,200.01112
59086,300.06924,199.95604,200.00343
59087,300.08017,199.95216,200.00061
59088,300.08646,199.95485,200.01395
59090,300.08798,199.94392,200.01279
59092,300.0891,199.96382,200.01791
59093,300.07654,199.96506,200.00421
59094,300.08102,199.95341,200.01102
59096,300.07907,199.95679,200.01369
59097,300.08722,199.95325,200.00926
59098,300.0898,199.95735,200.00784
59100,300.08414,199.95938,200.01624
59103,300.0923,199.94891,200.01128
59106,300.08365,199.95317,200.00777
59107,300.08694,199.95734,200.00691
59109,300.08585,199.94936,200.00589
59112,300.08084,199.94379,200.02208
59114,300.08093,199.95673,200.01152
59115,300.0799,199.95901,200.01018
59116,300.07953,199.9511,200.00684
59120,300.08408,199.95766,200.00919
59122,300.08005,199.93938,200.00827
59123,300.08286,199.9598,200.01472
59124,300.07806,199.94774,200.00116
59126,300.09473,199.96478,200.01205
59127,300.09344,199.96628,200.00739
59129,300.08188,199.95953,200.00702
59132,300.08743,199.96799,200.00798
59134,300.0928,199.95581,200.00134
59137,300.07825,199.96031,200.0001
59138,300.07327,199.9498,200.01312
59139,300.07144,199.96242,200.00424
59140,300.07465,199.95642,200.0055
59141,300.0861,199.95773,200.01082
59142,300.07928,199.95384,200.00546
59144,300.08655,199.95804,200.00522
59145,300.08118,199.94939,200.01288
59146,300.09433,199.94666,200.0124
59149,300.08136,199.94801,200.00493
59150,300.0691,199.94592,200.00156
59153,300.09393,199.97493,200.01134
59161,300.0815,199.96017,200.00186
59164,300.0743,199.95393,200.0098
59165,300.08292,199.95415,200.01091
59170,300.07928,199.96417,200.01007
59171,300.08572,199.96393,199.9985
59178,300.0752,199.95874,200.00278
59182,300.0613,199.95454,200.00014
59184,300.07956,199.95648,200.01392
59195,300.08487,199.96172,200.01485
59199,300.0906,199.98735,200.00793
59210,300.07172,199.94426,200.00952
59211,300.08228,199.95612,200.00858
59215,300.0797,199.95494,200.01974
59217,300.07703,199.95244,200.00749
59222,300.07016,199.95288,200.00229
59226,300.08008,199.94394,200.01321
59227,300.08374,199.97026,200.01654
59231,300.07245,199.96991,200.01195
59235,300.07178,199.96576,200.00974
59239,300.07425,199.947,200.01048
59241,300.0914,199.97095,200.01332
59253,300.0885,199.93538,200.01964
59254,300.08365,199.96866,200.01256
59265,300.0869,199.95404,200.0131
59267,300.08047,199.95404,200.01707
59270,300.08112,199.9715,200.01915
59271,300.07132,199.96011,200.0081
59272,300.08447,199.95381,200.00995
59273,300.06122,199.94388,200.01279
59276,300.07126,199.9699,200.012
59277,300.0764,199.9722,200.01492
59278,300.0802,199.97089,200.01414
59281,300.08514,199.94792,200.00696
59285,300.07684,199.95352,200.00955
59286,300.07483,199.94135,200.01205
59287,300.07703,199.96826,200.01047
59290,300.06195,199.96687,200.01437
59291,300.0788,199.94312,200.01976
59293,300.09354,199.93831,200.01524
59294,300.07898,199.94647,200.01791
59295,300.0797,199.94276,200.01167
59296,300.07834,199.9512,200.01596
59299,300.08844,199.96269,200.01768
59300,300.08215,199.96362,200.01555
59308,300.07233,199.9649,200.00717
59309,300.09064,199.95067,200.01555
59315,300.06998,199.97437,200.01405
59317,300.08942,199.93234,200.01865
59324,300.08414,199.95976,200.02496
59325,300.0792,199.94182,200.00633
59330,300.09024,199.9659,200.0195
59331,300.08154,199.9701,200.01468
59332,300.07404,199.97021,200.00865
59340,300.0737,199.95422,200.0076
59342,300.09317,199.97615,200.03291
59350,300.0778,199.94038,200.02055
59351,300.0674,199.9659,200.01022
59352,300.08725,199.97105,200.02238
59353,300.07834,199.96931,200.0177
59355,300.07794,199.96771,200.01582
59356,300.08527,199.9649,200.02237
59357,300.07532,199.9634,200.01393
59358,300.08478,199.9859,200.01555
59359,300.05316,199.98367,200.01392
59361,300.07153,199.97234,200.01443
59362,300.06534,199.98422,200.01363
59367,300.07538,199.98895,200.01393
59368,300.0841,199.9699,200.01997
59370,300.0861,199.97307,200.01761
59387,300.07794,199.97481,200.02122
59393,300.06888,199.96313,200.01303
59394,300.0711,199.9672,200.01227
59409,300.061,199.97284,200.01286
59410,300.08847,199.969,200.02534
59429,300.08127,199.95987,200.01442
59430,300.07397,199.97081,200.01315
59431,300.08008,199.97174,200.00726
59437,300.07495,199.95831,200.01247
59439,300.08386,199.96758,200.00945
59440,300.08334,199.9774,200.01105
59443,300.06168,199.95294,200.00412
59445,300.08524,199.96748,200.0169
59450,300.0832,199.96742,200.02174
59451,300.07645,199.98882,200.0236
59452,300.0682,199.97063,200.0053
59453,300.09012,199.97638,200.0263
59559,300.08545,199.97467,200.02155
59562,300.07028,199.96535,200.00925
59564,300.05508,199.98146,200.01001
59565,300.0662,199.98077,200.00276
59570,300.05853,199.98875,200.00778
59583,300.06702,199.97742,200.01813
59590,300.08267,199.97964,200.01009
59595,300.07748,199.96075,200.00703
59598,300.07217,199.9743,200.01459
59600,300.07965,199.9489,200.00409
59601,300.07532,199.94936,200.00537
59602,300.0823,199.96959,200.02216
59603,300.07745,199.97472,200.01538
59606,300.08575,199.9772,200.01138
59608,300.06717,199.97299,200.00923
59609,300.08237,199.97278,200.01431
59610,300.08163,199.977,200.01407
59611,300.0843,199.95992,200.01424
59612,300.07748,199.95424,200.01329
59619,300.07632,199.96143,200.00536
59622,300.07822,199.97377,200.0129
59625,300.0836,199.98347,200.01738
59626,300.074,199.96632,200.0144
59628,300.07568,199.96556,200.01006
59630,300.06247,199.9809,200.00876
59631,300.09073,199.97597,200.02263
59634,300.08636,199.97604,200.01933
59635,300.06757,199.98271,200.01262
59637,300.09192,199.97331,200.01357
59638,300.07822,199.95978,200.01135
59639,300.07132,199.98541,200.01476
59640,300.08276,199.96548,200.01408
59641,300.07547,199.97511,200.01474
83495,300.14618,200.02051,200.075
83497,300.1225,200.00844,200.075
83504,300.09125,199.99753,200.075
83508,300.12415,200.00429,200.075
83514,300.15,200.0152,200.075
83520,300.13412,200.01616,200.075
83529,300.1362,200.02414,200.075
83542,300.05005,200.0183,200.03615
83544,300.08066,200.00566,200.04578
83546,300.05276,200.03598,200.03879
83549,300.07697,200.05156,200.05513
83551,300.09714,200.06387,200.03973
83552,300.01773,200.0485,200.05066
83559,300.10034,200.06021,200.04057
83561,300.05396,200.03777,200.0526
83564,300.1232,200.05049,200.04605
83566,300.09476,200.04242,200.05063
83568,300.09317,200.04259,200.04015
83570,300.05722,200.0451,200.03668
83577,300.041,200.05309,200.03217
83581,300.12875,200.06236,200.05359
83582,300.0664,200.0479,200.05511
83583,300.12286,200.04782,200.06992
83587,300.072,200.06026,200.04947
83588,300.11206,200.0421,200.0638
83589,300.1142,200.04353,200.04123
83591,300.1136,200.02591,200.06705
83593,300.1124,200.03465,200.06795
83594,300.1167,200.04117,200.05542
83596,300.08798,200.02708,200.05228
83598,300.11353,200.02455,200.06949
83607,300.05576,200.0235,200.0512
83612,300.1314,200.02347,200.075
83613,300.0965,200.02356,200.075
83623,300.15,200.02039,200.075
83628,300.1327,200.02283,200.06848
83629,300.12262,200.03218,200.075
83633,300.15,200.02501,200.075
83634,300.15,200.02335,200.075
83641,300.14313,200.02568,200.075
83645,300.15,200.02664,200.075
83647,300.15,200.01836,200.075
83651,300.15,200.02165,200.075
83655,300.15,200.02054,200.075
83657,300.15,200.01776,200.075
83659,300.14615,200.02176,200.075
83664,300.13718,200.0119,200.075
83666,300.14047,200.01485,200.075
83669,300.15,200.00705,200.075
83672,300.15,200.02312,200.075
83673,300.15,200.03049,200.075
83674,300.15,200.02795,200.075
83676,300.15,200.01895,200.075
83677,300.149,200.02106,200.075
83685,300.12894,200.00356,200.075
83686,300.15,200.01826,200.075
83688,300.15,200.00618,200.075
83689,300.1491,200.011,200.075
83691,300.15,200.01869,200.075
83697,300.13623,200.00342,200.075
83698,300.14493,200.01192,200.075
83699,300.15,200.01636,200.075
83700,300.15,200.01715,200.075
83704,300.14478,200.00627,200.075
83706,300.15,200.00908,200.075
83707,300.14545,200.01292,200.075
83709,300.15,200.01945,200.075
83710,300.15,199.99756,200.075
83714,300.12976,200.01875,200.075
83716,300.14026,200.01251,200.075
83721,300.15,200.01245,200.075
83722,300.15,200.02081,200.075
83723,300.15,199.99911,200.075
83724,300.14804,200.0177,200.075
83726,300.14508,199.99756,200.075
83727,300.15,200.01385,200.075
83728,300.15,200.00433,200.075
83733,300.15,200.01959,200.075
83736,300.15,200.01517,200.075
83740,300.15,200.01581,200.075
83744,300.1494,200.0157,200.075
83747,300.15,200.02364,200.075
83748,300.15,200.02057,200.075
83749,300.15,200.02373,200.075
83750,300.15,200.01778,200.075
83752,300.13742,200.00684,200.075
83754,300.15,200.01848,200.075
83756,300.14874,200.00958,200.075
83757,300.15,200.02258,200.075
83759,300.15,200.01436,200.075
83760,300.15,200.01047,200.075
83761,300.15,200.01552,200.075
83763,300.15,200.02191,200.075
83767,300.15,200.0179,200.075
83772,300.15,200.01622,200.075
83775,300.15,200.02026,200.075
83778,300.15,199.9964,200.075
83786,300.15,200.0093,200.075
83787,300.15,200.01093,200.075
83788,300.15,200.01273,200.075
83790,300.15,200.03291,200.075
83794,300.15,200.02396,200.075
83797,300.14334,200.00945,200.075
83798,300.1498,200.01869,200.075
83799,300.15,200.00687,200.075
83800,300.15,200.01015,200.075
83802,300.15,200.00883,200.075
83804,300.14987,200.01678,200.075
83805,300.15,200.00864,200.075
83809,300.15,200.01184,200.075
83811,300.15,200.00116,200.075
83814,300.1463,200.01617,200.075
83815,300.14102,200.0006,200.075
83822,300.15,200.01205,200.075
83823,300.15,200.01944,200.075
83828,300.15,200.00313,200.075
83829,300.15,200.01105,200.075
83831,300.15,200.0088,200.075
83832,300.13718,200.00943,200.075
83837,300.15,200.01514,200.075
83839,300.13962,200.01524,200.075
83841,300.15,200.01949,200.075
83842,300.1401,200.0212,200.075
83847,300.15,200.01183,200.075
83853,300.15,200.01357,200.075
83858,300.15,200.02098,200.075
83859,300.14853,200.01526,200.075
83861,300.15,200.00899,200.075
83864,300.14798,200.01266,200.075
83866,300.15,200.02016,200.075
83868,300.15,200.02817,200.075
83869,300.15,200.00223,200.075
83871,300.15,200.01106,200.075
83873,300.15,200.02794,200.075
83876,300.15,200.01727,200.075
83878,300.14807,200.02354,200.075
83879,300.12045,200.00891,200.07423
83881,300.14777,200.00876,200.075
83882,300.15,200.02483,200.075
83883,300.15,200.00299,200.075
83884,300.14618,200.02095,200.075
83893,300.14868,200.02075,200.075
83894,300.12628,200.00533,200.075
83895,300.15,200.0189,200.075
83897,300.14682,200.01628,200.075
83899,300.15,200.02115,200.075
83900,300.15,200.01149,200.075
83901,300.14893,200.01158,200.075
83904,300.13495,200.01192,200.075
83906,300.14072,200.00534,200.075
83907,300.14597,200.01701,200.075
83908,300.12637,200.0071,200.075
83910,300.13602,200.01326,200.07454
83915,300.1327,200.01276,200.075
83920,300.14056,200.00432,200.075
83926,300.1427,200.0155,200.075
83927,300.1404,200.0188,200.075
83928,300.14816,200.01743,200.075
83929,300.14752,200.01007,200.075
83931,300.14563,200.00798,200.075
83937,300.14374,200.00603,200.075
83938,300.13626,200.01881,200.075
83946,300.14148,200.00977,200.075
83948,300.14627,200.01219,200.075
83953,300.13788,200.00972,200.075
83960,300.1457,200.0236,200.075
83963,300.14453,200.01031,200.075
83966,300.15,200.01614,200.075
83971,300.15,200.02664,200.075
83974,300.13455,200.02452,200.075
83979,300.10812,200.00714,200.075
83984,300.10287,200.01712,200.075
83986,300.13336,200.0162,200.075
83988,300.1458,200.00688,200.075
83992,300.1406,200.03189,200.075
83994,300.11456,200.00574,200.075
83997,300.15,200.03226,200.075
84002,300.1261,200.01993,200.075
84009,300.14722,200.0072,200.075
84011,300.14508,200.01266,200.075
84012,300.12817,200.0146,200.06604
84017,300.14728,200.01979,200.075
84019,300.14966,200.01366,200.075
84021,300.14764,200.02338,200.075
84022,300.13498,200.00291,200.075
84024,300.14124,200.00533,200.075
84026,300.1403,200.01051,200.075
84027,300.12576,200.01807,200.075
84030,300.10757,200.00627,200.075
84031,300.15,200.01503,200.075
84036,300.13757,200.01738,200.075
84038,300.1459,200.0062,200.075
84045,300.11972,200.01276,200.075
84046,300.13956,200.02586,200.075
84047,300.14325,200.02922,200.075
84048,300.1296,200.02437,200.075
84052,300.1429,200.00868,200.075
84054,300.1304,200.02655,200.075
84059,300.10568,200.01152,200.075
84060,300.13675,200.02266,200.075
84063,300.12512,200.01562,200.075
84067,300.1297,200.0069,200.075
84069,300.12698,200.01468,200.075
84071,300.1091,200.00923,200.075
84072,300.11774,200.01216,200.075
84075,300.13443,200.02586,200.075
84076,300.1111,200.01343,200.075
84077,300.1293,200.01698,200.075
84078,300.12357,200.02782,200.075
84082,300.12943,200.01187,200.075
84083,300.1296,200.01715,200.075
84084,300.11838,200.0259,200.075
84086,300.12567,200.00555,200.075
84092,300.12228,200.02945,200.075
84093,300.1316,200.01709,200.075
84095,300.10333,200.02222,200.075
84100,300.1124,200.01498,200.075
84101,300.1417,200.02191,200.075
84106,300.13873,200.01549,200.075
84109,300.11234,200.01729,200.075
84110,300.12418,200.02419,200.075
84113,300.12482,200.02397,200.075
84114,300.13403,200.01848,200.075
84115,300.1443,200.01048,200.075
84116,300.12875,200.01141,200.075
84118,300.11926,200.01959,200.075
84122,300.12027,200.01225,200.075
84123,300.14478,200.01413,200.075
84126,300.15,200.02075,200.075
84128,300.14496,200.01593,200.075
84129,300.1461,200.02895,200.075
84131,300.1213,200.00624,200.075
84132,300.1381,200.02382,200.075
84133,300.12512,200.0094,200.07188
84134,300.13623,200.00243,200.075
84135,300.1347,200.02304,200.075
84136,300.13205,200.00484,200.075
84143,300.13858,200.01207,200.075
84144,300.11908,200.02942,200.075
84147,300.1441,200.00342,200.075
84151,300.1433,200.01425,200.075
84153,300.15,200.02095,200.075
84155,300.14526,200.02179,200.075
84162,300.15,200.02518,200.075
84165,300.13455,200.01794,200.075
84169,300.14914,200.01802,200.075
84170,300.12076,200.01642,200.06949
84173,300.1423,200.01036,200.075
84175,300.14566,200.01741,200.075
84176,300.1291,200.00768,200.075
84181,300.15,200.0301,200.075
84188,300.12912,200.01215,200.075
84192,300.14926,200.02016,200.075
84195,300.14233,200.00685,200.075
84198,300.15,200.00258,200.075
84200,300.15,200.01004,200.075
84202,300.1413,200.019,200.075
84204,300.1446,200.02496,200.075
84205,300.13257,200.00633,200.075
84209,300.13812,200.01971,200.075
84213,300.1462,200.01344,200.075
84214,300.15,200.01506,200.075
84215,300.15,200.02557,200.075
84223,300.1454,200.01572,200.075
84224,300.13416,200.0195,200.075
84226,300.14548,200.01389,200.075
84228,300.11975,200.01495,200.075
84229,300.14133,200.01237,200.075
84234,300.12143,200.01466,200.075
84236,300.1489,200.02779,200.075
84237,300.11588,200.01172,200.075
84238,300.13486,200.01546,200.075
84239,300.12006,200.00719,200.075
84242,300.134,200.02295,200.075
84244,300.144,200.01788,200.075
84246,300.14233,200.02113,200.075
84249,300.14642,200.02359,200.075
84250,300.121,200.0157,200.075
84251,300.1303,200.00328,200.075
84254,300.14215,200.00282,200.075
84255,300.13095,200.02151,200.075
84256,300.1418,200.02528,200.075
84257,300.15,200.00551,200.075
84267,300.15,200.02081,200.075
84271,300.1462,200.03003,200.075
84275,300.1487,200.02055,200.075
84279,300.1492,200.01788,200.075
84281,300.15,200.0033,200.075
84288,300.14963,200.03058,200.075
84303,300.15,200.00957,200.075
84311,300.14072,200.01323,200.075
84317,300.14117,200.00154,200.075
84325,300.14044,200.01079,200.075
84327,300.15,200.014,200.075
84331,300.15,200.01251,200.075
84335,300.15,200.0138,200.075
84337,300.15,200.0232,200.075
84341,300.15,199.99983,200.075
84355,300.15,200.02243,200.075
84357,300.15,200.01233,200.075
84363,300.15,200.0151,200.075
84365,300.15,200.00325,200.075
84367,300.15,200.02122,200.075
84371,300.15,200.01826,200.075
84373,300.15,200.01886,200.075
84375,300.15,199.99168,200.075
84383,300.15,200.01068,200.075
84387,300.15,200.02896,200.075
84391,300.15,200.00789,200.075
84393,300.15,200.00655,200.075
84395,300.14694,200.01175,200.075
84407,300.15,200.03326,200.075
84409,300.15,200.01305,200.075
84411,300.15,200.0306,200.075
84415,300.15,199.99387,200.075
84423,300.15,200.02274,200.075
84428,300.15,200.02151,200.075
84431,300.15,200.0224,200.075
84434,300.15,200.0256,200.075
84442,300.15,200.00598,200.075
84449,300.15,200.02386,200.075
84455,300.15,200.00206,200.075
84463,300.15,200.01335,200.075
84469,300.15,200.01053,200.075
84473,300.14682,200.00368,200.075
84475,300.15,200.02078,200.075
84477,300.15,199.9958,200.075
84483,300.15,199.99797,200.075
84487,300.15,200.00519,200.075
84495,300.15,199.98753,200.075
84501,300.15,199.99834,200.075
84505,300.15,200.01547,200.075
84511,300.15,200.00574,200.075
84515,300.15,200.01505,200.075
84517,300.15,199.99579,200.075
84521,300.15,200.0243,200.075
84535,300.15,199.99553,200.075
84541,300.15,200.00594,200.075
84545,300.15,199.99416,200.075
84551,300.15,200.01785,200.075
84554,300.15,200.0266,200.075
84555,300.15,200.01576,200.075
84579,300.14832,200.02284,200.075
84582,300.15,200.01628,200.075
84583,300.15,199.99826,200.075
84598,300.14578,200.00708,200.075
84603,300.15,199.99594,200.075
84605,300.15,200.03174,200.075
84613,300.15,200.02309,200.075
84627,300.15,200.0224,200.075
84631,300.15,199.99738,200.075
84632,300.15,200.01636,200.075
84638,300.15,199.99863,200.075
84639,300.15,200.00554,200.075
84651,300.15,199.99039,200.075
84657,300.13947,200.02002,200.075
84659,300.15,200.02489,200.075
84663,300.15,200.01657,200.075
84673,300.14413,200.01826,200.075
84679,300.15,200.01529,200.075
84681,300.15,200.01933,200.075
84695,300.15,200.0038,200.075
84703,300.15,199.99857,200.075
84707,300.15,200.0028,200.075
84709,300.15,200.022,200.075
84715,300.15,200.0116,200.075
84717,300.15,199.99678,200.075
84719,300.15,199.98572,200.075
84720,300.15,200.00713,200.075
84723,300.15,200.02377,200.075
84729,300.15,199.99818,200.075
84731,300.15,199.99603,200.075
84733,300.15,200.00769,200.075
84744,300.15,199.9934,200.075
84755,300.15,199.99805,200.075
84761,300.15,199.99388,200.075
84765,300.15,200.01529,200.075
84767,300.15,200.01422,200.075
84771,300.15,200.02507,200.075
84801,300.15,199.99524,200.075
84813,300.15,199.99678,200.075
84831,300.15,200.04343,200.075
84837,300.15,200.02966,200.075
84839,300.15,200.00357,200.075
84849,300.15,200.04314,200.075
84859,300.15,200.00525,200.075
84869,300.12228,200.01857,200.07317
84871,300.15,200.00508,200.075
84873,300.1199,200.03299,200.06628
84875,300.12042,200.02109,200.075
84877,300.12927,200.01358,200.075
84879,300.1176,200.0245,200.06662
84883,300.12933,200.02803,200.075
84893,300.12643,200.01196,200.06978
84905,300.15,200.00795,200.075
84909,300.15,200.00703,200.075
84913,300.15,200.016,200.075
84917,300.15,200.01495,200.075
84929,300.15,200.02045,200.075
84931,300.15,200.01973,200.075
84937,300.15,200.03075,200.075
84939,300.15,200.02797,200.075
84959,300.1464,200.02646,200.075
84960,300.1398,200.00691,200.075
84973,300.15,200.03651,200.075
84977,300.15,200.02173,200.075
84987,300.15,200.01472,200.075
84991,300.15,200.02196,200.075
84995,300.1464,200.01071,200.075
85001,300.14816,200.01028,200.075
85007,300.15,199.99266,200.075
85009,300.15,200.02098,200.075
85011,300.15,200.00977,200.075
85017,300.15,200.02155,200.075
85023,300.15,200.02043,200.075
85043,300.15,200.01819,200.075
85045,300.1485,200.00697,200.075
85047,300.15,200.01445,200.075
85049,300.15,200.03285,200.075
85055,300.15,200.01453,200.075
85079,300.15,200.02325,200.075
85081,300.15,200.0094,200.075
85083,300.15,200.01971,200.075
85097,300.15,200.01671,200.075
85105,300.15,200.01569,200.075
85119,300.15,200.0217,200.075
85123,300.15,200.02412,200.075
85125,300.15,200.00941,200.075
85175,300.15,200.0234,200.075
85181,300.15,200.01843,200.075
85190,300.15,200.01457,200.075
85195,300.15,200.03056,200.075
85203,300.15,200.03244,200.075
85219,300.15,200.01859,200.075
85221,300.15,200.0204,200.075
85225,300.15,200.01234,200.075
85228,300.15,200.01627,200.075
85232,300.15,200.00993,200.075
85239,300.15,200.00049,200.075
85246,300.15,200.02168,200.075
85247,300.15,200.03185,200.075
85257,300.15,200.0118,200.075
85270,300.15,200.00545,200.075
85271,300.15,200.01738,200.075
85272,300.15,200.01828,200.075
85295,300.15,200.01773,200.075
85323,300.15,200.01149,200.075
85324,300.14886,200.00858,200.075
85328,300.15,200.00763,200.075
85331,300.15,200.01787,200.075
85332,300.15,200.00836,200.075
85333,300.15,200.01494,200.075
85340,300.15,200.01884,200.075
85342,300.15,200.01755,200.075
85344,300.15,200.02402,200.075
85346,300.15,200.02565,200.075
85347,300.15,200.00679,200.075
85348,300.15,200.02147,200.075
85349,300.15,200.01613,200.075
85353,300.15,200.0127,200.075
85354,300.15,200.02486,200.075
85356,300.15,200.02092,200.075
85357,300.15,200.02481,200.075
85358,300.15,200.02457,200.075
85359,300.15,200.02846,200.075
85365,300.15,200.00371,200.075
85366,300.15,200.01035,200.075
85369,300.15,200.01688,200.075
85375,300.15,200.0176,200.075
85378,300.15,200.0161,200.075
85380,300.15,200.0086,200.075
85391,300.15,200.01097,200.075
85404,300.15,200.02557,200.075
85419,300.15,200.01706,200.075
85420,300.1455,200.00926,200.075
85425,300.14767,200.00293,200.075
85432,300.14468,200.01923,200.075
85433,300.14996,200.00412,200.075
85434,300.15,200.0308,200.075
85435,300.15,199.99165,200.075
85438,300.15,200.02565,200.075
85440,300.15,200.01874,200.075
85442,300.15,200.01736,200.075
85443,300.15,200.02032,200.075
85448,300.15,200.01906,200.075
85451,300.15,200.01248,200.075
85454,300.15,200.02391,200.075
85456,300.15,200.01677,200.075
85464,300.15,200.01007,200.075
85466,300.15,199.99591,200.075
85468,300.15,200.00397,200.075
85469,300.15,200.02344,200.075
85472,300.15,200.0144,200.075
85473,300.14563,200.01175,200.075
85474,300.13898,200.012,200.075
85479,300.15,200.00142,200.075
85481,300.15,200.03726,200.075
85488,300.1336,200.00766,200.07315
85489,300.12225,200.0256,200.07301
85496,300.1422,200.01933,200.075
85498,300.1319,199.9994,200.075
87703,300.00528,199.97949,199.97475
87715,299.99725,199.9742,199.97368
87721,300.00238,199.97969,199.97702
87722,300.01544,199.98233,199.98824
87723,299.99927,199.97559,199.9865
87727,300.02368,199.97943,199.98665
87730,300.00662,199.97682,199.97993
87740,300.00714,199.97937,199.98526
87742,300.0142,199.98215,199.99223
87744,300.00162,199.97646,199.97653
87746,299.99902,199.98314,199.973
87747,300.009,199.98048,199.98643
87750,299.9923,199.98007,199.97787
87755,300.0045,199.97609,199.9808
87756,300.01065,199.98358,199.98529
87757,300.001,199.98909,199.98563
87760,300.00824,199.98132,199.97836
87763,300.01868,199.97774,199.98044
87764,300.01617,199.985,199.9852
87766,300.01312,199.97256,199.97813
87770,300.00092,199.97209,199.9766
87772,300.01166,199.98181,199.98322
87776,300.0115,199.97673,199.98978
87777,300.01398,199.97829,199.97923
87786,300.01248,199.9829,199.98683
87787,300.02612,199.9801,199.98862
87790,300.0133,199.98296,199.98582
87792,300.01013,199.98026,199.98279
87793,300.0241,199.98274,199.99146
87796,300.00504,199.9776,199.97359
87798,300.02316,199.98212,199.99152
87799,300.01785,199.97548,199.9856
87803,300.01575,199.98145,199.98659
87804,300.0143,199.97696,199.97746
87805,300.0301,199.98859,199.98827
87806,300.00964,199.98537,199.97427
87809,300.01755,199.97668,199.98662
87812,300.01245,199.98648,199.9781
87816,300.0153,199.98499,199.98952
87818,300.01315,199.9867,199.98796
87819,300.02176,199.98013,199.98172
87822,300.01538,199.98239,199.98294
87824,300.01617,199.98262,199.97298
87831,300.01715,199.97653,199.99152
87833,300.03134,199.99278,200.00806
87838,300.0244,199.98961,200.00423
87841,300.01733,199.97948,199.99367
87847,300.0182,199.98279,199.99077
87848,300.01154,199.98877,199.99213
87852,300.01776,199.97972,199.98927
87854,300.0307,199.98857,199.98822
87856,300.01663,199.99007,199.98764
87858,300.0253,199.98138,199.98468
87859,300.0205,199.9883,199.99591
87865,300.0395,199.9863,199.98808
87866,300.01996,199.98653,199.99287
87868,300.0226,199.98914,199.99199
87870,300.0245,199.9815,199.98494
87871,300.02655,199.97122,199.99074
87875,300.01672,199.98224,199.9955
87877,300.02548,199.97552,199.99562
87878,300.02136,199.98032,199.9977
87886,300.02475,199.99115,199.9928
87887,300.0226,199.98932,199.98238
87889,300.027,199.9775,199.98332
87894,300.02985,199.9927,199.99004
87896,300.03064,199.97408,199.99373
87899,300.03217,199.99002,199.98431
87903,300.02664,199.99078,199.99483
87905,300.03204,199.98001,199.9886
87908,300.02695,199.98676,199.99754
87910,300.03223,199.97906,200.00085
87914,300.02472,199.98727,200.00038
87916,300.02017,199.98752,200.00232
87925,300.0418,199.99289,199.99184
87929,300.02448,199.98622,199.99731
87934,300.0324,199.9848,199.98622
87936,300.03357,199.98747,199.98582
87937,300.02368,199.9842,199.98848
87940,300.0203,199.98517,199.98952
87945,300.0182,199.99147,200.00267
87950,300.03018,199.98915,200.00845
87953,300.0274,199.98172,199.98895
87954,300.02322,199.9823,199.99171
87955,300.0297,199.9805,199.98096
87965,300.0235,199.98726,199.995
87966,300.0427,199.99261,200.0001
87981,300.025,199.98909,199.99901
87996,300.03864,199.98766,199.98792
87997,300.0343,199.97813,199.99156
88000,300.0298,199.9849,199.9872
88001,300.03207,199.98752,199.99286
88002,300.03348,199.99066,199.99214
88006,300.02496,199.98878,199.99762
88007,300.02652,199.98474,199.99428
88015,300.043,199.98451,199.9982
88018,300.0361,199.99593,199.99985
88019,300.02072,199.98427,200.00096
88022,300.02826,199.98857,199.99214
88024,300.03424,199.981,200.00682
88026,300.03275,199.99132,199.99011
88037,300.0292,199.98106,199.99324
88041,300.0259,199.98611,199.99666
88043,300.01794,199.98753,199.99445
88044,300.0221,199.98589,199.99086
88056,300.03864,199.99185,199.99701
88057,300.03848,200.0015,200.0024
88062,300.02515,199.98581,199.99075
88066,300.0288,199.99164,199.98723
88067,300.0312,199.99728,200.00012
88071,300.03165,199.98375,199.98698
88075,300.0359,199.99315,199.98727
